GeneName;ID;baseMean;log2FC;pval;padj
Mapk14;ENSMUSG00000053436;101.6847503;0.144024057;0.622530916;0.99995239
Lgr4;ENSMUSG00000050199;21.81947905;-0.174674489;0.622594816;0.99995239
Pank2;ENSMUSG00000037514;48.42130968;-0.099891948;0.622673054;0.99995239
Farp2;ENSMUSG00000034066;29.29190339;0.225217036;0.622782638;0.99995239
Clip3;ENSMUSG00000013921;70.53968571;-0.074106589;0.62287776;0.99995239
Gna12;ENSMUSG00000000149;62.23034985;-0.082103939;0.622896287;0.99995239
Ssr4;ENSMUSG00000002014;26.30293365;-0.154005905;0.622909311;0.99995239
Cep126;ENSMUSG00000040729;2.929190339;-0.603796767;0.622975428;0.99995239
Cox18;ENSMUSG00000035505;26.24315426;-0.154187176;0.623002194;0.99995239
Mrps12;ENSMUSG00000045948;8.847350411;-0.308723207;0.623098284;0.99995239
Chd9;ENSMUSG00000056608;101.326074;0.144017615;0.62316876;0.99995239
Pitrm1;ENSMUSG00000021193;113.5210705;-0.047965716;0.623207005;0.99995239
Aida;ENSMUSG00000042901;55.65461644;0.177156839;0.623276832;0.99995239
Wdhd1;ENSMUSG00000037572;74.12644939;0.160066293;0.623376383;0.99995239
Washc5;ENSMUSG00000022350;313.0646899;0.102498427;0.623427228;0.99995239
Xkr5;ENSMUSG00000039814;4.662792784;-0.455061388;0.623429224;0.99995239
Haus3;ENSMUSG00000079555;67.61049537;-0.076549764;0.623447622;0.99995239
Scn2a;ENSMUSG00000075318;10.64073225;0.336460053;0.623569836;0.99995239
Vti1b;ENSMUSG00000021124;36.64476893;-0.121973907;0.623723081;0.99995239
Mapk11;ENSMUSG00000053137;11.83632014;0.321999612;0.62374029;0.99995239
Rassf4;ENSMUSG00000042129;1.79338184;-0.813515359;0.623766686;0.99995239
Gm10282;ENSMUSG00000070713;1.79338184;-0.813515359;0.623766686;0.99995239
Lpxn;ENSMUSG00000024696;1.79338184;-0.813515359;0.623766686;0.99995239
Epb41;ENSMUSG00000028906;85.48453438;-0.062494169;0.623848986;0.99995239
Tigd3;ENSMUSG00000044390;4.842130968;0.466243282;0.623869705;0.99995239
Tmem37;ENSMUSG00000050777;6.037718862;0.42511009;0.623879757;0.99995239
Tcf3;ENSMUSG00000020167;127.3301106;-0.042413425;0.623884258;0.99995239
Uxt;ENSMUSG00000001134;6.39639523;-0.375073255;0.624006474;0.99995239
Zfp119a;ENSMUSG00000057835;15.24374564;-0.21915416;0.624011833;0.99995239
Pdia3;ENSMUSG00000027248;615.7277651;0.086573738;0.624052002;0.99995239
Zfpm1;ENSMUSG00000049577;31.68307918;0.217897594;0.624151642;0.99995239
Rbm5;ENSMUSG00000032580;142.2151799;0.128849586;0.624178137;0.99995239
Flii;ENSMUSG00000002812;102.999897;-0.052469691;0.624257319;0.99995239
Gpr161;ENSMUSG00000040836;25.34646334;-0.157011793;0.624363858;0.99995239
Anxa11;ENSMUSG00000021866;14.34705472;0.29733041;0.624446374;0.99995239
Mepce;ENSMUSG00000029726;81.53909433;-0.06496179;0.624454891;0.99995239
Nip7;ENSMUSG00000031917;68.50718629;-0.075291417;0.624640666;0.99995239
Sgsm3;ENSMUSG00000042303;33.6557992;0.212723878;0.624642205;0.99995239
Plk3;ENSMUSG00000028680;16.49911293;-0.207794298;0.624739515;0.99995239
Wdr53;ENSMUSG00000022787;16.73823051;-0.205832781;0.624807786;0.99995239
Lrrc1;ENSMUSG00000032352;17.15668627;-0.202537702;0.624879294;0.99995239
Fbxo4;ENSMUSG00000022184;11.29830559;-0.263752757;0.624880618;0.99995239
Dyrk1b;ENSMUSG00000002409;17.21646567;-0.202080647;0.62488474;0.99995239
Ap4s1;ENSMUSG00000020955;4.064998838;-0.491587264;0.625054443;0.99995239
AI429214;ENSMUSG00000074384;2.749852155;0.589712838;0.625061631;0.99995239
Elp4;ENSMUSG00000027167;24.86822818;-0.15860398;0.625064055;0.99995239
Hsf1;ENSMUSG00000022556;66.95292203;-0.076549764;0.625141549;0.99995239
Fzr1;ENSMUSG00000020235;33.6557992;-0.128732489;0.625272339;0.99995239
Gadd45gip1;ENSMUSG00000033751;9.206026779;-0.298942186;0.625290997;0.99995239
Emp2;ENSMUSG00000022505;114.5970996;0.137756687;0.625307995;0.99995239
Hs2st1;ENSMUSG00000040151;152.6167946;-0.03422916;0.625309982;0.99995239
Cav2;ENSMUSG00000000058;55.05682249;0.177055228;0.625424831;0.99995239
Inmt;ENSMUSG00000003477;3.347646102;0.542360068;0.625451164;0.99995239
Gm4673;ENSMUSG00000097750;2.988969734;-0.591122937;0.625530963;0.99995239
Tpcn1;ENSMUSG00000032741;62.58902622;-0.080689495;0.62563708;0.99995239
Sass6;ENSMUSG00000027959;21.81947905;0.25090137;0.625642898;0.99995239
Gm15751;ENSMUSG00000086753;4.423675206;0.482181195;0.625645652;0.99995239
Acacb;ENSMUSG00000042010;14.40683412;0.295963118;0.625703261;0.99995239
Cacng7;ENSMUSG00000069806;70.00167116;0.162466775;0.625878659;0.99995239
Zic4;ENSMUSG00000036972;2.211837603;0.644734207;0.626022702;0.99995239
Tssk4;ENSMUSG00000007591;2.391175787;0.623889954;0.626063852;0.99995239
Arl4d;ENSMUSG00000034936;2.391175787;0.623889954;0.626063852;0.99995239
Carmil1;ENSMUSG00000021338;12.85256985;0.309683706;0.626076234;0.99995239
Plcd3;ENSMUSG00000020937;27.79741852;-0.146473782;0.626123014;0.99995239
mt-Ts2;ENSMUSG00000064365;1.255367288;0.816535032;0.626308597;0.99995239
Map4;ENSMUSG00000032479;403.3913552;-0.002581253;0.626321291;0.99995239
Fnta;ENSMUSG00000015994;95.22857571;-0.055868833;0.626394054;0.99995239
Zyx;ENSMUSG00000029860;345.345563;-0.006600506;0.626422858;0.99995239
Ano2;ENSMUSG00000038115;3.526984286;-0.532928059;0.626498613;0.99995239
Tpm3;ENSMUSG00000027940;290.2289611;-0.011476586;0.626619895;0.99995239
Zfp46;ENSMUSG00000051351;34.61226951;0.209555071;0.626657103;0.99995239
Prep;ENSMUSG00000019849;122.9662148;-0.043271325;0.626660478;0.99995239
Wdr3;ENSMUSG00000033285;55.65461644;0.175856528;0.626826261;0.99995239
Cops2;ENSMUSG00000027206;326.2161567;0.100846486;0.626838956;0.99995239
Rnf32;ENSMUSG00000029130;6.635512808;-0.363170991;0.62684131;0.99995239
Nradd;ENSMUSG00000032491;11.95587893;-0.252800404;0.626853015;0.99995239
Hdx;ENSMUSG00000034551;9.504923753;-0.291400637;0.626936165;0.99995239
Cbr1;ENSMUSG00000051483;35.15028407;-0.123937267;0.627042657;0.99995239
Tmem115;ENSMUSG00000010045;23.37374332;-0.164012606;0.627117277;0.99995239
Utrn;ENSMUSG00000019820;232.0636101;0.110696487;0.627162412;0.99995239
Taf2;ENSMUSG00000037343;135.4003289;-0.038830099;0.627202977;0.99995239
Pcyox1l;ENSMUSG00000024579;9.564703147;-0.289953403;0.627246762;0.99995239
Zc3h12b;ENSMUSG00000035045;23.19440513;-0.164709953;0.627348355;0.99995239
Ncdn;ENSMUSG00000028833;41.06844414;0.196251473;0.627384091;0.99995239
Slc25a36;ENSMUSG00000032449;94.81011995;-0.055778209;0.62745158;0.99995239
Atp5g3;ENSMUSG00000018770;86.50078409;-0.060684917;0.627462189;0.99995239
Bcl10;ENSMUSG00000028191;61.39343833;0.169528187;0.62763181;0.99995239
Retreg2;ENSMUSG00000049339;58.94248314;-0.083884275;0.627649573;0.99995239
Zfp780b;ENSMUSG00000063047;17.45558324;0.272784488;0.627673739;0.99995239
Wdr41;ENSMUSG00000042015;26.9007276;-0.148863969;0.627682182;0.99995239
Ero1l;ENSMUSG00000021831;114.5970996;0.137107847;0.627818287;0.99995239
1700003E16Rik;ENSMUSG00000030030;3.048749128;-0.579050105;0.627982205;0.99995239
4930480K23Rik;ENSMUSG00000097284;3.048749128;-0.579050105;0.627982205;0.99995239
Cep19;ENSMUSG00000035790;42.74226719;-0.107138084;0.628014965;0.99995239
Cib2;ENSMUSG00000037493;10.52117346;0.334383336;0.628131965;0.99995239
Mfap2;ENSMUSG00000060572;10.82007044;0.330494944;0.628229764;0.99995239
Gm20544;ENSMUSG00000092569;2.988969734;0.564996265;0.628232171;0.99995239
Tars;ENSMUSG00000022241;297.2829297;-0.010490884;0.628289581;0.99995239
Grwd1;ENSMUSG00000053801;26.54205123;-0.149866442;0.628293243;0.99995239
Cask;ENSMUSG00000031012;80.04460946;-0.064746318;0.628298784;0.99995239
Nphp4;ENSMUSG00000039577;17.15668627;0.274243147;0.628342973;0.99995239
Ppp1r15b;ENSMUSG00000046062;147.2366491;-0.034980645;0.628362469;0.99995239
Mtfr1;ENSMUSG00000027601;102.4618825;-0.051516834;0.628428961;0.99995239
Tug1;ENSMUSG00000056579;193.8645769;0.116373327;0.628445212;0.99995239
Atp5h;ENSMUSG00000034566;72.33306755;-0.070600498;0.628490678;0.99995239
Tdp2;ENSMUSG00000035958;50.99182365;-0.093562875;0.62858797;0.99995239
Ntpcr;ENSMUSG00000031851;4.4834546;0.475991259;0.628636585;0.99995239
Chd5;ENSMUSG00000005045;12.73301106;-0.241403776;0.628678535;0.99995239
Gm43848;ENSMUSG00000106317;1.733602445;0.70932543;0.628785454;0.99995239
Gm5620;ENSMUSG00000056904;1.733602445;0.70932543;0.628785454;0.99995239
Ndst1;ENSMUSG00000054008;196.913326;-0.023660072;0.628867026;0.99995239
Lyplal1;ENSMUSG00000039246;6.934409782;0.396386119;0.628960085;0.99995239
Tpd52l2;ENSMUSG00000000827;56.96976312;-0.085661553;0.628965648;0.99995239
Eps15;ENSMUSG00000028552;129.4223895;-0.040357113;0.628986057;0.99995239
Pitpnb;ENSMUSG00000050017;151.0027509;-0.033783442;0.629012351;0.99995239
Pear1;ENSMUSG00000028073;18.89028872;0.263525677;0.629034227;0.99995239
Fendrr;ENSMUSG00000097336;12.67323167;0.309271947;0.629058152;0.99995239
Calml4;ENSMUSG00000032246;3.407425496;0.533503717;0.629142719;0.99995239
Syt13;ENSMUSG00000027220;5.679042494;0.430410224;0.629324081;0.99995239
Kank1;ENSMUSG00000032702;10.0429383;-0.279042628;0.629528027;0.99995239
Spata13;ENSMUSG00000021990;45.67145753;-0.101309495;0.629532409;0.99995239
Atxn2;ENSMUSG00000042605;168.0398784;0.121218526;0.62955829;0.99995239
Tcim;ENSMUSG00000056313;4.244337022;-0.471409382;0.629568183;0.99995239
Mxra7;ENSMUSG00000020814;88.83218048;0.148613874;0.62964474;0.99995239
E130311K13Rik;ENSMUSG00000048581;13.39058441;-0.232852995;0.629861142;0.99995239
Poln;ENSMUSG00000045102;2.630293365;-0.629090787;0.629896395;0.99995239
Ptpmt1;ENSMUSG00000063235;5.858380678;-0.38747886;0.629900471;0.99995239
Snw1;ENSMUSG00000021039;77.3545367;0.155683942;0.629905669;0.99995239
Mfsd11;ENSMUSG00000020818;52.60586731;0.178264135;0.630005645;0.99995239
Stx1a;ENSMUSG00000007207;8.309335859;0.366751587;0.630089625;0.99995239
Tex15;ENSMUSG00000009628;29.1125652;0.222084466;0.630142585;0.99995239
Hoxc4;ENSMUSG00000075394;1.912940629;0.678337738;0.630175781;0.99995239
Ss18l2;ENSMUSG00000032526;8.309335859;-0.312847788;0.630185084;0.99995239
6430511E19Rik;ENSMUSG00000102555;2.630293365;0.593301634;0.630227426;0.99995239
Nop10;ENSMUSG00000027133;23.19440513;0.242400631;0.630277291;0.99995239
Azi2;ENSMUSG00000039285;63.60527593;-0.077906318;0.630285657;0.99995239
Gdi1;ENSMUSG00000015291;168.1594372;-0.029128246;0.630660357;0.99995239
Gzf1;ENSMUSG00000027439;62.23034985;0.167652967;0.630705276;0.99995239
Ifitm1;ENSMUSG00000025491;3.228087312;0.543602165;0.630766431;0.99995239
Xylb;ENSMUSG00000035769;19.90653843;-0.179803726;0.630828017;0.99995239
Gm45338;ENSMUSG00000109783;4.304116416;0.481445689;0.630976814;0.99995239
Pygm;ENSMUSG00000032648;4.304116416;-0.465115052;0.630982415;0.99995239
Aox1;ENSMUSG00000063558;14.34705472;-0.221889128;0.631086663;0.99995239
Trub2;ENSMUSG00000039826;35.50896043;-0.120943884;0.631186328;0.99995239
Chac1;ENSMUSG00000027313;19.36852387;-0.182780091;0.631228047;0.99995239
Bbc3;ENSMUSG00000002083;7.053968571;-0.34448297;0.631241518;0.99995239
Srpx2;ENSMUSG00000031253;10.93962922;0.326613635;0.631297325;0.99995239
Pelp1;ENSMUSG00000018921;37.54145985;-0.116141944;0.631310897;0.99995239
Abraxas1;ENSMUSG00000035234;30.72660886;-0.133807082;0.631429335;0.99995239
Ccdc18;ENSMUSG00000056531;25.46602213;0.233134735;0.631452582;0.99995239
Plekho2;ENSMUSG00000050721;68.50718629;-0.072778011;0.631634428;0.99995239
Hbs1l;ENSMUSG00000019977;92.0004884;-0.056072459;0.631642112;0.99995239
Prpf19;ENSMUSG00000024735;174.496053;-0.027475426;0.631751868;0.99995239
C330007P06Rik;ENSMUSG00000006423;155.7851025;-0.03185371;0.631844999;0.99995239
Neto2;ENSMUSG00000036902;114.4177614;0.136118771;0.631919098;0.99995239
Dnmbp;ENSMUSG00000025195;69.70277419;-0.071609023;0.631962586;0.99995239
Mapk1;ENSMUSG00000063358;316.2927772;-0.008122395;0.631964517;0.99995239
Ptcd2;ENSMUSG00000021650;17.81425961;-0.192430477;0.632025452;0.99995239
Gm13841;ENSMUSG00000083833;3.70632247;-0.507184119;0.632037144;0.99995239
Zfp850;ENSMUSG00000096916;16.02087777;0.279425811;0.632041265;0.99995239
mt-Te;ENSMUSG00000064369;5.49970431;0.433311281;0.632059809;0.99995239
Usp14;ENSMUSG00000047879;83.45203496;-0.061130718;0.63221569;0.99995239
Gm38345;ENSMUSG00000102353;4.363895811;-0.459019401;0.632354449;0.99995239
Cxxc1;ENSMUSG00000024560;50.75270608;0.179671429;0.632406304;0.99995239
Asf1a;ENSMUSG00000019857;23.97153726;-0.157954153;0.632414611;0.99995239
Mysm1;ENSMUSG00000062627;89.78865079;0.14721417;0.632629298;0.99995239
Ugdh;ENSMUSG00000029201;298.4187382;-0.009632628;0.632738533;0.99995239
Lmf1;ENSMUSG00000002279;10.87984983;-0.26241631;0.632755971;0.99995239
5930403N24Rik;ENSMUSG00000046463;3.467204891;0.524900859;0.632773725;0.99995239
Spats1;ENSMUSG00000023935;2.271616997;-0.680621088;0.63288749;0.99995239
Eif4ebp2;ENSMUSG00000020091;151.6603243;0.124317436;0.632938474;0.99995239
Rin3;ENSMUSG00000044456;16.73823051;0.273947483;0.633024294;0.99995239
Gm43343;ENSMUSG00000107091;1.614043656;0.723151585;0.63311484;0.99995239
Mitd1;ENSMUSG00000026088;16.08065717;0.278252628;0.633197739;0.99995239
Cdk20;ENSMUSG00000021483;4.124778232;0.487351121;0.63327887;0.99995239
Fuca1;ENSMUSG00000028673;39.2152829;0.197075287;0.633349538;0.99995239
Ptprk;ENSMUSG00000019889;242.8836805;-0.015711541;0.633381028;0.99995239
Hps1;ENSMUSG00000025188;40.53042959;-0.108826167;0.633468595;0.99995239
Rtl9;ENSMUSG00000085584;1.912940629;-0.75462167;0.633525721;0.99995239
Arg2;ENSMUSG00000021125;1.912940629;-0.75462167;0.633525721;0.99995239
Mybl2;ENSMUSG00000017861;23.19440513;-0.160762768;0.633552545;0.99995239
Gtpbp6;ENSMUSG00000033434;12.25477591;0.310059326;0.633717197;0.99995239
Litaf;ENSMUSG00000022500;167.0236287;0.120542013;0.633750334;0.99995239
Tmem87a;ENSMUSG00000033808;47.106163;0.184041465;0.633814561;0.99995239
Hhipl1;ENSMUSG00000021260;11.29830559;-0.255087896;0.634059458;0.99995239
Sgsh;ENSMUSG00000005043;9.863600121;0.338487735;0.634066512;0.99995239
Rfng;ENSMUSG00000025158;26.54205123;-0.146451778;0.634067159;0.99995239
Mlkl;ENSMUSG00000012519;30.96572644;0.214980978;0.634149973;0.99995239
Fan1;ENSMUSG00000033458;11.35808499;0.319378912;0.634252493;0.99995239
Zfp646;ENSMUSG00000049739;47.16594239;-0.096804909;0.634298617;0.99995239
Lpar4;ENSMUSG00000049929;19.54786206;0.256803937;0.634344487;0.99995239
Foxj2;ENSMUSG00000003154;26.30293365;-0.147103044;0.634499351;0.99995239
Ccdc86;ENSMUSG00000024732;38.19903319;-0.113133532;0.634514292;0.99995239
Smurf2;ENSMUSG00000018363;77.59365428;0.154075794;0.634546278;0.99995239
Wt1;ENSMUSG00000016458;3.228087312;-0.546035048;0.634767189;0.99995239
Nprl3;ENSMUSG00000020289;22.29771421;-0.164254364;0.634788063;0.99995239
Tram1l1;ENSMUSG00000044528;5.081248547;0.444796637;0.634874745;0.99995239
Tgfb1i1;ENSMUSG00000030782;31.02550583;0.214472289;0.634879916;0.99995239
Dpy19l3;ENSMUSG00000043671;72.39284695;-0.068234496;0.635144106;0.99995239
Lmtk2;ENSMUSG00000038970;88.23438653;-0.057132311;0.635324108;0.99995239
Eif2b3;ENSMUSG00000028683;21.87925845;-0.165984848;0.635332906;0.99995239
Aes;ENSMUSG00000054452;221.3033191;0.110677971;0.635365739;0.99995239
Stk11;ENSMUSG00000003068;110.7712183;-0.045738235;0.635422305;0.99995239
Gfod2;ENSMUSG00000013150;31.32440281;-0.129833188;0.635475339;0.99995239
Nrm;ENSMUSG00000059791;16.20021596;0.275929422;0.635499209;0.99995239
Pex11g;ENSMUSG00000069633;2.749852155;-0.600111721;0.635532171;0.99995239
Tubb5;ENSMUSG00000001525;1115.722622;0.018061343;0.63567987;0.99995239
Atp1a1;ENSMUSG00000033161;1034.00419;0.016940135;0.635717963;0.99995239
Hpcal1;ENSMUSG00000071379;41.90535566;0.19127879;0.635784926;0.99995239
Elof1;ENSMUSG00000013822;28.51477126;-0.138344865;0.63595643;0.99995239
Shpk;ENSMUSG00000005951;2.152058208;0.636168283;0.636133615;0.99995239
Mob2;ENSMUSG00000025147;12.67323167;0.304054238;0.636199561;0.99995239
Dqx1;ENSMUSG00000009145;6.874630387;0.39084314;0.636199641;0.99995239
Usp30;ENSMUSG00000029592;43.04116416;-0.102836456;0.636221997;0.99995239
Gemin8;ENSMUSG00000040621;9.385364963;-0.283707672;0.636481779;0.99995239
1600020E01Rik;ENSMUSG00000097048;7.651762518;-0.321662262;0.63648356;0.99995239
Abl2;ENSMUSG00000026596;140.7206951;-0.03486968;0.636521743;0.99995239
Tnnt2;ENSMUSG00000026414;9.08646799;0.347948064;0.636590953;0.99995239
Imp4;ENSMUSG00000026127;51.05160305;-0.090128171;0.636609972;0.99995239
Txlnb;ENSMUSG00000039891;3.287866707;-0.535981383;0.636856176;0.99995239
Ctdspl2;ENSMUSG00000033411;79.32725673;0.152196445;0.636899588;0.99995239
3000002C10Rik;ENSMUSG00000070282;7.711541912;-0.319592695;0.636949215;0.99995239
Abhd17b;ENSMUSG00000047368;56.85020433;-0.08263068;0.637007428;0.99995239
Eif3m;ENSMUSG00000027170;80.40328583;-0.061610481;0.637045793;0.99995239
Pgf;ENSMUSG00000004791;17.63492143;0.265773551;0.637079967;0.99995239
Zfas1;ENSMUSG00000074578;20.38477358;-0.17276508;0.637086691;0.99995239
Mpnd;ENSMUSG00000003199;44.41609024;-0.100040569;0.637112709;0.99995239
Tead2;ENSMUSG00000030796;33.95469617;0.206245016;0.637126906;0.99995239
Tmbim4;ENSMUSG00000020225;30.54727068;-0.13121474;0.637166803;0.99995239
Minpp1;ENSMUSG00000024896;78.90880096;0.152385503;0.637175194;0.99995239
Rpia;ENSMUSG00000053604;13.98837835;0.291490255;0.637176694;0.99995239
Itpr3;ENSMUSG00000042644;199.8425164;0.113611724;0.637234531;0.99995239
Fpgt;ENSMUSG00000053870;24.03131666;0.23529455;0.637244381;0.99995239
Rflnb;ENSMUSG00000020846;24.03131666;0.23529455;0.637244381;0.99995239
Slc25a15;ENSMUSG00000031482;33.17756404;0.207985711;0.637265378;0.99995239
Rpgrip1l;ENSMUSG00000033282;35.03072528;-0.119021777;0.637276352;0.99995239
Nup93;ENSMUSG00000032939;174.0178179;0.118323797;0.63728239;0.99995239
Ly96;ENSMUSG00000025779;6.456174624;-0.355703836;0.637327002;0.99995239
Srrt;ENSMUSG00000037364;240.0142696;-0.015343868;0.637360682;0.99995239
Pck2;ENSMUSG00000040618;101.0869564;-0.049503723;0.637632147;0.99995239
9930021J03Rik;ENSMUSG00000046138;122.3684209;0.131779317;0.637678875;0.99995239
Ppih;ENSMUSG00000060288;19.66742085;-0.176398693;0.637805236;0.99995239
Smad6;ENSMUSG00000036867;12.43411409;0.305159559;0.637898347;0.99995239
Gm37800;ENSMUSG00000103308;1.972720024;-0.728626461;0.637944409;0.99995239
Galr2;ENSMUSG00000020793;1.972720024;-0.728626461;0.637944409;0.99995239
Fbxl19;ENSMUSG00000030811;24.27043424;-0.153171046;0.638029742;0.99995239
Tubg1;ENSMUSG00000035198;60.97498256;0.166306759;0.638036375;0.99995239
Gtf2f1;ENSMUSG00000002658;91.82115021;-0.054181951;0.638134036;0.99995239
Tmem151b;ENSMUSG00000096847;2.80963155;-0.586744497;0.638162902;0.99995239
Washc2;ENSMUSG00000024104;122.4879797;-0.040393587;0.638194581;0.99995239
Swi5;ENSMUSG00000044627;97.50019271;-0.051123305;0.638198092;0.99995239
Cdk5r1;ENSMUSG00000048895;3.347646102;0.52548625;0.638256108;0.99995239
Rexo5;ENSMUSG00000030924;6.934409782;0.387397335;0.638332855;0.99995239
Abca3;ENSMUSG00000024130;74.96336092;-0.065090649;0.6384118;0.99995239
2900052L18Rik;ENSMUSG00000043993;3.945440048;-0.477087694;0.638588318;0.99995239
Pdp1;ENSMUSG00000049225;43.87807569;0.186812192;0.638880011;0.99995239
Scin;ENSMUSG00000002565;2.749852155;0.569813281;0.638959767;0.99995239
Commd9;ENSMUSG00000027163;14.16771654;-0.217100164;0.639016703;0.99995239
Mettl27;ENSMUSG00000040557;9.98315891;-0.270429498;0.63911031;0.99995239
Gm36298;ENSMUSG00000114172;5.559483704;-0.386889885;0.639194882;0.99995239
Ogfr;ENSMUSG00000049401;88.05504835;0.14626235;0.639196139;0.99995239
Spin1;ENSMUSG00000021395;161.4043656;-0.028727047;0.639365113;0.99995239
E2f7;ENSMUSG00000020185;55.89373402;0.170971642;0.639505637;0.99995239
Tmcc2;ENSMUSG00000042066;17.09690688;-0.192026982;0.639513815;0.99995239
Chfr;ENSMUSG00000014668;103.298794;0.138668624;0.639521363;0.99995239
Psmd8;ENSMUSG00000030591;88.11482774;0.146122276;0.639563123;0.99995239
Vps51;ENSMUSG00000024797;23.25418453;-0.156614153;0.639679983;0.99995239
Cmtm3;ENSMUSG00000031875;73.22975847;-0.065989119;0.639707155;0.99995239
Plekhh3;ENSMUSG00000035172;15.42308382;0.278545194;0.639794551;0.99995239
G3bp1;ENSMUSG00000018583;305.1140304;-0.007830441;0.639821801;0.99995239
Rpl27a;ENSMUSG00000046364;189.9191369;-0.022623456;0.63994979;0.99995239
Pbxip1;ENSMUSG00000042613;88.77240109;-0.055333279;0.64006408;0.99995239
H13;ENSMUSG00000019188;66.59424566;0.160567919;0.640102993;0.99995239
Slc35e2;ENSMUSG00000042202;51.23094123;-0.088382128;0.640225559;0.99995239
3110062M04Rik;ENSMUSG00000046806;4.961689758;0.443228567;0.64029917;0.99995239
2410002F23Rik;ENSMUSG00000045411;28.99300642;-0.134204557;0.640514777;0.99995239
Chmp5;ENSMUSG00000028419;70.71902389;0.157122582;0.640545332;0.99995239
Styx;ENSMUSG00000053205;26.12359547;-0.144135661;0.640662347;0.99995239
Nde1;ENSMUSG00000022678;106.5268813;-0.046108651;0.640667738;0.99995239
Stox2;ENSMUSG00000038143;1.853161235;0.669693643;0.640707613;0.99995239
Cfp;ENSMUSG00000001128;6.217057046;0.402919607;0.640788311;0.99995239
Ggn;ENSMUSG00000031493;2.391175787;0.601522141;0.640805456;0.99995239
Tgs1;ENSMUSG00000028233;90.8049005;-0.053933572;0.640807581;0.99995239
Mroh1;ENSMUSG00000022558;127.6290076;-0.037880022;0.640948611;0.99995239
Gar1;ENSMUSG00000028010;33.47646102;-0.121024394;0.640977219;0.99995239
Mpp6;ENSMUSG00000038388;42.02491445;0.188876888;0.641078177;0.99995239
Zwint;ENSMUSG00000019923;210.841925;0.111127121;0.641117156;0.99995239
Spop;ENSMUSG00000057522;145.9812818;0.123902044;0.641201917;0.99995239
Tiprl;ENSMUSG00000040843;52.36674973;-0.086465233;0.6412191;0.99995239
Tlr1;ENSMUSG00000044827;2.211837603;0.620887466;0.641241017;0.99995239
Ttc3;ENSMUSG00000040785;352.9375461;0.096629682;0.641326108;0.99995239
Tmem135;ENSMUSG00000039428;21.75969966;0.242204083;0.641410658;0.99995239
Slu7;ENSMUSG00000020409;60.73586499;-0.076549764;0.641688978;0.99995239
Sav1;ENSMUSG00000021067;92.23960598;0.143302582;0.641713713;0.99995239
Mtif2;ENSMUSG00000020459;40.88910595;-0.104233323;0.64178881;0.99995239
Rab29;ENSMUSG00000026433;8.428894649;-0.29723788;0.64183656;0.99995239
Ywhab;ENSMUSG00000018326;283.6532277;0.10223287;0.641855687;0.99995239
Aunip;ENSMUSG00000078521;11.05918801;0.316881279;0.641971503;0.99995239
6720427I07Rik;ENSMUSG00000097375;5.738821888;0.415303332;0.642016622;0.99995239
Arhgap44;ENSMUSG00000033389;13.56992259;0.291658603;0.642021022;0.99995239
Rassf8;ENSMUSG00000030259;45.85079571;-0.095483042;0.642075949;0.99995239
Gm43311;ENSMUSG00000105896;2.032499419;-0.704580987;0.6420932;0.99995239
Def8;ENSMUSG00000001482;74.84380213;-0.063929688;0.642095392;0.99995239
5930430L01Rik;ENSMUSG00000106951;35.09050467;-0.116419522;0.642131802;0.99995239
Kirrel;ENSMUSG00000041734;462.7522941;0.00285475;0.642178552;0.99995239
Tpgs2;ENSMUSG00000024269;20.38477358;0.247914566;0.642352711;0.99995239
Fubp3;ENSMUSG00000026843;86.73990167;-0.055819612;0.642372245;0.99995239
L3mbtl2;ENSMUSG00000022394;36.88388651;-0.112056767;0.642597171;0.99995239
Aaas;ENSMUSG00000036678;71.01792087;0.156214341;0.64265214;0.99995239
Spats2l;ENSMUSG00000038305;2.450955181;-0.626746847;0.642840778;0.99995239
Jpx;ENSMUSG00000097571;4.124778232;-0.457153767;0.642964295;0.99995239
Slc25a38;ENSMUSG00000032519;11.1787468;-0.248404793;0.642967929;0.99995239
4930524J08Rik;ENSMUSG00000035364;2.929190339;-0.561976592;0.643087859;0.99995239
Gm43668;ENSMUSG00000105176;2.80963155;0.558685943;0.643191907;0.99995239
Smim14;ENSMUSG00000037822;110.9505565;-0.043506569;0.643192468;0.99995239
Shc4;ENSMUSG00000035109;16.61867172;0.268033536;0.643436292;0.99995239
Ankrd6;ENSMUSG00000040183;11.11896741;0.315028762;0.643470726;0.99995239
Zfp385a;ENSMUSG00000000552;50.03535334;-0.088666051;0.643476207;0.99995239
Trim12a;ENSMUSG00000066258;7.352865544;0.373253153;0.643532929;0.99995239
Eef1g;ENSMUSG00000071644;362.8609256;-0.002656141;0.643732527;0.99995239
Nrbf2;ENSMUSG00000075000;20.26521479;-0.168808272;0.643913687;0.99995239
Plpp6;ENSMUSG00000040105;11.59720257;-0.241834379;0.643959357;0.99995239
Srsf4;ENSMUSG00000028911;26.00403668;0.224667835;0.644074461;0.99995239
Zfp810;ENSMUSG00000066829;4.961689758;-0.407195076;0.644076944;0.99995239
Slc18a2;ENSMUSG00000025094;11.65698196;-0.240936582;0.644087945;0.99995239
Incenp;ENSMUSG00000024660;99.71203031;-0.048285912;0.644092074;0.99995239
Vsig10l;ENSMUSG00000070604;4.184557627;-0.450945279;0.644331883;0.99995239
Capn10;ENSMUSG00000026270;11.77654075;-0.239169965;0.644335826;0.99995239
