GeneName;ID;baseMean;log2FC;pval;padj
Gm7993;ENSMUSG00000107092;19.0696269;0.061364842;0.975018832;0.99995239
Gm11223;ENSMUSG00000046341;4.244337022;0.077483864;0.97502081;0.99995239
Rcan2;ENSMUSG00000039601;16.20021596;0.031125753;0.975054589;0.99995239
Gm29609;ENSMUSG00000101678;1.374926077;0.100327998;0.975068504;0.99995239
Gm9967;ENSMUSG00000055323;1.374926077;0.100327998;0.975068504;0.99995239
Pla2g3;ENSMUSG00000034579;1.374926077;0.100327998;0.975068504;0.99995239
Setd6;ENSMUSG00000031671;17.81425961;0.06183372;0.975070946;0.99995239
Gtpbp3;ENSMUSG00000007610;27.55830094;0.034829227;0.975091899;0.99995239
Arrb2;ENSMUSG00000060216;38.0794744;0.036660846;0.975159198;0.99995239
Bckdha;ENSMUSG00000060376;7.472424334;0.023755141;0.975168792;0.99995239
Podnl1;ENSMUSG00000012889;43.63895811;0.037406425;0.975342537;0.99995239
Catsperd;ENSMUSG00000040828;1.255367288;-0.009435569;0.97536276;0.99995239
Inafm2;ENSMUSG00000074918;25.40624273;0.034481548;0.975396207;0.99995239
Cntrl;ENSMUSG00000057110;35.9274162;0.036524963;0.975551303;0.99995239
Mrpl55;ENSMUSG00000036860;7.890880096;0.068880675;0.975554653;0.99995239
Ubxn11;ENSMUSG00000012126;2.510734576;0.085721664;0.975579841;0.99995239
Ppara;ENSMUSG00000022383;2.510734576;0.085721664;0.975579841;0.99995239
Med6;ENSMUSG00000002679;23.97153726;0.034215024;0.975588753;0.99995239
Atf2;ENSMUSG00000027104;109.8745274;0.040978879;0.975596899;0.99995239
Ccdc167;ENSMUSG00000024018;16.8577893;0.031826397;0.975681167;0.99995239
Ralgapa1;ENSMUSG00000021027;64.08351109;0.054577738;0.97570594;0.99995239
Pxn;ENSMUSG00000029528;202.7119273;0.051212994;0.975715674;0.99995239
Cbr3;ENSMUSG00000022947;6.695292203;0.022985909;0.975717009;0.99995239
Nipa2;ENSMUSG00000030452;29.59080036;0.035560602;0.975751557;0.99995239
Dis3l2;ENSMUSG00000053333;7.29308615;0.069528495;0.975803742;0.99995239
Utp3;ENSMUSG00000070697;64.38240806;0.039236547;0.975821678;0.99995239
Pelo;ENSMUSG00000042275;6.695292203;0.070291624;0.976031859;0.99995239
Tmem164;ENSMUSG00000047045;76.75674276;0.039964244;0.976107028;0.99995239
Trim17;ENSMUSG00000036964;3.108528523;0.080991513;0.976157031;0.99995239
Tmem258;ENSMUSG00000036372;23.61286089;0.059292625;0.976189594;0.99995239
Rnaseh1;ENSMUSG00000020630;13.5101432;0.063273205;0.976192934;0.99995239
Prpf18;ENSMUSG00000039449;60.85542377;0.039145465;0.976213828;0.99995239
Rab10os;ENSMUSG00000079179;26.72138942;0.035198593;0.976222317;0.99995239
Arl5a;ENSMUSG00000036093;113.7004087;0.052516518;0.976324106;0.99995239
Klc4;ENSMUSG00000003546;26.00403668;0.035095591;0.976337399;0.99995239
Zfp182;ENSMUSG00000054737;13.21124622;0.030365439;0.976389335;0.99995239
Frmd5;ENSMUSG00000027238;3.70632247;0.077778382;0.976431296;0.99995239
Armc7;ENSMUSG00000057219;4.901910363;0.073692871;0.97649686;0.99995239
Zfp113;ENSMUSG00000037007;21.10212632;0.059838704;0.976497684;0.99995239
Stx18;ENSMUSG00000029125;21.04234692;0.033874225;0.976514995;0.99995239
Sertad3;ENSMUSG00000055200;4.304116416;0.075453329;0.976522854;0.99995239
Plppr2;ENSMUSG00000040563;33.23734344;0.057174595;0.976583422;0.99995239
Vhl;ENSMUSG00000033933;35.09050467;0.036846324;0.976585272;0.99995239
Pip4k2c;ENSMUSG00000025417;82.43578525;0.053420585;0.976597665;0.99995239
Cd302;ENSMUSG00000060703;14.16771654;0.062612983;0.976605461;0.99995239
Nog;ENSMUSG00000048616;5.141027942;0.020747437;0.97673758;0.99995239
Pitx2;ENSMUSG00000028023;1.972720024;0.088509482;0.976788255;0.99995239
Gm43513;ENSMUSG00000105607;1.972720024;0.088509482;0.976788255;0.99995239
Gpbp1l1;ENSMUSG00000034042;61.03476196;0.054387557;0.976877861;0.99995239
AW146154;ENSMUSG00000074166;7.352865544;0.068398571;0.976921597;0.99995239
Dctn5;ENSMUSG00000030868;43.39984053;0.03801;0.976972295;0.99995239
Sema4c;ENSMUSG00000026121;24.33021363;0.058696272;0.976994904;0.99995239
Tdrp;ENSMUSG00000050052;16.02087777;0.032286728;0.977014783;0.99995239
Cpe;ENSMUSG00000037852;627.3249677;0.044563606;0.977030111;0.99995239
2810454H06Rik;ENSMUSG00000100876;2.032499419;0.005912396;0.977132015;0.99995239
Gng8;ENSMUSG00000063594;2.032499419;0.005912396;0.977132015;0.99995239
4921515L22Rik;ENSMUSG00000112406;2.032499419;0.005912396;0.977132015;0.99995239
Btbd10;ENSMUSG00000038187;34.61226951;0.056643479;0.977339904;0.99995239
9230111E07Rik;ENSMUSG00000087624;1.195587893;-0.006160437;0.977341146;0.99995239
Sh2d5;ENSMUSG00000045349;1.195587893;-0.006160437;0.977341146;0.99995239
Nrsn1;ENSMUSG00000048978;1.195587893;-0.006160437;0.977341146;0.99995239
Mak;ENSMUSG00000021363;1.195587893;-0.006160437;0.977341146;0.99995239
Npff;ENSMUSG00000023052;1.195587893;-0.006160437;0.977341146;0.99995239
Ankrd29;ENSMUSG00000057766;8.608232833;0.066408189;0.977347564;0.99995239
Dicer1;ENSMUSG00000041415;114.5970996;0.052238615;0.977405723;0.99995239
Ppp1cb;ENSMUSG00000014956;404.5271637;0.044051438;0.977498426;0.99995239
Zfp408;ENSMUSG00000075040;20.56411177;0.059427905;0.977536601;0.99995239
Gm3365;ENSMUSG00000111594;2.80963155;0.012717574;0.977551812;0.99995239
Gm7324;ENSMUSG00000049235;2.80963155;0.012717574;0.977551812;0.99995239
Arf1;ENSMUSG00000048076;312.7060135;0.05010685;0.977558679;0.99995239
Vps37c;ENSMUSG00000048832;46.08991329;0.038495573;0.977564896;0.99995239
Gm36189;ENSMUSG00000107432;2.570513971;0.082147982;0.977578166;0.99995239
Capns2;ENSMUSG00000078144;2.570513971;0.082147982;0.977578166;0.99995239
Tbc1d22a;ENSMUSG00000051864;22.4770524;0.058859355;0.977582165;0.99995239
Mrpl27;ENSMUSG00000024414;9.863600121;0.064922661;0.977603221;0.99995239
Smim15;ENSMUSG00000071180;41.90535566;0.038135677;0.977691835;0.99995239
Zfp672;ENSMUSG00000049755;26.960507;0.057751327;0.977724978;0.99995239
Tmem106a;ENSMUSG00000034947;11.65698196;0.030365439;0.977821279;0.99995239
Myo6;ENSMUSG00000033577;90.50600353;0.052787703;0.977857286;0.99995239
Arfgef3;ENSMUSG00000019852;3.168307918;0.07817283;0.977928796;0.99995239
9130401M01Rik;ENSMUSG00000101892;9.265806174;0.065178345;0.977983662;0.99995239
Gm45902;ENSMUSG00000051396;21.87925845;0.058802088;0.977988226;0.99995239
Atat1;ENSMUSG00000024426;21.87925845;0.058802088;0.977988226;0.99995239
Prex1;ENSMUSG00000039621;3.766101864;0.075453329;0.978038751;0.99995239
Ythdc1;ENSMUSG00000035851;150.8234128;0.051409297;0.978101053;0.99995239
Tnks1bp1;ENSMUSG00000033955;260.518602;0.04345312;0.978140095;0.99995239
Kptn;ENSMUSG00000006021;10.52117346;0.063931459;0.978143782;0.99995239
Twnk;ENSMUSG00000025209;54.27969036;0.039416254;0.978319634;0.99995239
Cep295nl;ENSMUSG00000076433;4.304116416;0.020311775;0.978361606;0.99995239
Dlk2;ENSMUSG00000047428;4.304116416;0.020311775;0.978361606;0.99995239
Slpi;ENSMUSG00000017002;19.36852387;0.059333664;0.97836341;0.99995239
Prkaa2;ENSMUSG00000028518;8.668012227;0.06546924;0.978365819;0.99995239
Acy1;ENSMUSG00000023262;10.87984983;0.030365439;0.978573144;0.99995239
Atp11b;ENSMUSG00000037400;107.1246752;0.041649753;0.978635649;0.99995239
Zfp689;ENSMUSG00000048921;3.526984286;0.01808711;0.97878079;0.99995239
Rpp21;ENSMUSG00000024446;3.526984286;0.01808711;0.97878079;0.99995239
Supt6;ENSMUSG00000002052;220.1077312;0.050514945;0.97878289;0.99995239
Gm46447;ENSMUSG00000115813;1.972720024;0.008339133;0.978795696;0.99995239
Ttk;ENSMUSG00000038379;34.7916077;0.055987506;0.978811292;0.99995239
Smu1;ENSMUSG00000028409;98.15776605;0.041493445;0.978939938;0.99995239
Elmod3;ENSMUSG00000056698;14.34705472;0.060953759;0.978947721;0.99995239
Chchd1;ENSMUSG00000063787;20.08587661;0.034958551;0.978961915;0.99995239
Dffb;ENSMUSG00000029027;5.021469152;0.022985909;0.978969519;0.99995239
Gm43511;ENSMUSG00000104761;2.032499419;0.083914908;0.979056315;0.99995239
Kiz;ENSMUSG00000074749;19.36852387;0.034811344;0.979086641;0.99995239
Ccsap;ENSMUSG00000031971;5.021469152;0.070291624;0.979242218;0.99995239
Fanci;ENSMUSG00000039187;26.36271305;0.036660846;0.979330299;0.99995239
Gm7063;ENSMUSG00000100361;1.135808499;-0.002549183;0.979404894;0.99995239
Plvap;ENSMUSG00000034845;1.135808499;-0.002549183;0.979404894;0.99995239
5830448L01Rik;ENSMUSG00000115007;1.135808499;-0.002549183;0.979404894;0.99995239
Camp;ENSMUSG00000038357;1.135808499;-0.002549183;0.979404894;0.99995239
Aatk;ENSMUSG00000025375;1.135808499;-0.002549183;0.979404894;0.99995239
Gm48734;ENSMUSG00000113078;1.135808499;-0.002549183;0.979404894;0.99995239
Ccdc116;ENSMUSG00000022768;1.135808499;-0.002549183;0.979404894;0.99995239
Gm6030;ENSMUSG00000062284;1.135808499;-0.002549183;0.979404894;0.99995239
Dennd6b;ENSMUSG00000015377;16.91756869;0.059562763;0.979405354;0.99995239
Catsper2;ENSMUSG00000033486;2.630293365;0.078728461;0.979530373;0.99995239
Tmem110;ENSMUSG00000006526;22.83572876;0.036019379;0.979558489;0.99995239
Spata5;ENSMUSG00000027722;65.39865777;0.05326065;0.979666287;0.99995239
Nit2;ENSMUSG00000022751;19.48808266;0.058537859;0.97968723;0.99995239
Trappc2l;ENSMUSG00000015013;14.40683412;0.060409449;0.979722139;0.99995239
Sufu;ENSMUSG00000025231;51.29072063;0.039703304;0.979733155;0.99995239
Fbxl4;ENSMUSG00000040410;13.15146683;0.060953759;0.979843795;0.99995239
Rtn4ip1;ENSMUSG00000019864;16.31977474;0.059511785;0.979853945;0.99995239
Trim46;ENSMUSG00000042766;30.48749128;0.037621255;0.979855466;0.99995239
Hsd17b7;ENSMUSG00000026675;38.79682714;0.055081317;0.979856552;0.99995239
Cast;ENSMUSG00000021585;134.802535;0.042515576;0.979990219;0.99995239
Ndufa3;ENSMUSG00000035674;12.91234925;0.032748878;0.980015623;0.99995239
Blzf1;ENSMUSG00000026577;27.67785973;0.037248645;0.980035807;0.99995239
Cdkn2b;ENSMUSG00000073802;58.82292436;0.040280191;0.980036042;0.99995239
Mtfr2;ENSMUSG00000019992;20.80322935;0.057935568;0.980100205;0.99995239
Chst7;ENSMUSG00000037347;3.467204891;0.019665551;0.980108602;0.99995239
3830406C13Rik;ENSMUSG00000033111;10.0429383;0.0309787;0.980175295;0.99995239
Slc35f5;ENSMUSG00000026342;46.62792784;0.054212181;0.980262912;0.99995239
B3galnt2;ENSMUSG00000039242;24.15087545;0.036728222;0.980346277;0.99995239
Map3k10;ENSMUSG00000040390;24.03131666;0.05703339;0.980361842;0.99995239
Cog6;ENSMUSG00000027742;42.20425264;0.0392418;0.980436753;0.99995239
Gm42890;ENSMUSG00000105852;1.912940629;0.010913077;0.980504536;0.99995239
1700086P04Rik;ENSMUSG00000085085;1.912940629;0.010913077;0.980504536;0.99995239
Cers1;ENSMUSG00000087408;1.927465684;0.010913077;0.980504536;0.99995239
Olfr56;ENSMUSG00000040328;1.912940629;0.010913077;0.980504536;0.99995239
Gm48529;ENSMUSG00000111521;1.494484867;0.086948968;0.980558731;0.99995239
Rab5a;ENSMUSG00000017831;138.0306223;0.042719411;0.980694669;0.99995239
Oser1;ENSMUSG00000035399;28.57455065;0.056006429;0.980757198;0.99995239
Uap1;ENSMUSG00000026670;77.3545367;0.052414671;0.980824748;0.99995239
Slc39a7;ENSMUSG00000024327;10.70051165;0.061686278;0.980869149;0.99995239
Rsph9;ENSMUSG00000023966;4.4834546;0.069670976;0.98090767;0.99995239
Gart;ENSMUSG00000022962;117.5262899;0.042422984;0.980921218;0.99995239
Dcun1d2;ENSMUSG00000038506;38.67726835;0.039098968;0.980922696;0.99995239
Brd9;ENSMUSG00000057649;40.05219443;0.039258688;0.980984001;0.99995239
Zfp276;ENSMUSG00000001065;19.60764145;0.057751327;0.981003196;0.99995239
Gm36401;ENSMUSG00000104342;8.548453438;0.030365439;0.981006655;0.99995239
Eloc;ENSMUSG00000079658;101.8043091;0.042117025;0.981028085;0.99995239
S100a11;ENSMUSG00000027907;181.908698;0.050442195;0.981098901;0.99995239
Ccdc158;ENSMUSG00000050050;3.885660654;0.071007424;0.981178888;0.99995239
Ramp3;ENSMUSG00000041046;3.885660654;0.071007424;0.981178888;0.99995239
Moxd1;ENSMUSG00000020000;2.092278813;0.079569437;0.981258212;0.99995239
Zfp712;ENSMUSG00000090641;2.092278813;0.079569437;0.981258212;0.99995239
Retsat;ENSMUSG00000056666;18.35227416;0.057960171;0.981267277;0.99995239
Ppp2r2d;ENSMUSG00000041769;33.77535799;0.038731021;0.981331792;0.99995239
Amz2;ENSMUSG00000020610;44.834546;0.053941862;0.981361388;0.99995239
Trim62;ENSMUSG00000041000;3.287866707;0.07282786;0.981374369;0.99995239
Optc;ENSMUSG00000010311;2.69007276;0.075453329;0.981438697;0.99995239
Gm14508;ENSMUSG00000085376;2.69007276;0.075453329;0.981438697;0.99995239
5330438D12Rik;ENSMUSG00000052291;2.69007276;0.075453329;0.981438697;0.99995239
Nat9;ENSMUSG00000015542;5.738821888;0.066408189;0.981503562;0.99995239
Idnk;ENSMUSG00000050002;5.738821888;0.066408189;0.981503562;0.99995239
Lef1;ENSMUSG00000027985;1.076029104;0.001452748;0.981563644;0.99995239
Mgmt;ENSMUSG00000054612;1.076029104;0.001452748;0.981563644;0.99995239
Gm16059;ENSMUSG00000085802;1.076029104;0.001452748;0.981563644;0.99995239
Rtel1;ENSMUSG00000038685;64.74108443;0.041077749;0.981580083;0.99995239
Adam15;ENSMUSG00000028041;94.15254661;0.042094732;0.981669801;0.99995239
Smn1;ENSMUSG00000021645;22.59661119;0.037164844;0.981804421;0.99995239
Fam222b;ENSMUSG00000037750;30.2483737;0.038488744;0.981809488;0.99995239
Mcub;ENSMUSG00000027994;9.504923753;0.061778392;0.981856856;0.99995239
Rabl6;ENSMUSG00000015087;113.8797468;0.042592883;0.981933142;0.99995239
Gm43859;ENSMUSG00000105710;2.630293365;0.018607469;0.98200445;0.99995239
Plcd1;ENSMUSG00000010660;14.5861723;0.058802088;0.982026769;0.99995239
Crbn;ENSMUSG00000005362;39.2152829;0.039603981;0.98203384;0.99995239
Scyl3;ENSMUSG00000026584;26.78116881;0.055674528;0.982049896;0.99995239
Rab6a;ENSMUSG00000030704;96.78283997;0.04228232;0.98214184;0.99995239
Nt5c3b;ENSMUSG00000017176;27.43874215;0.055514482;0.982162361;0.99995239
Rnf149;ENSMUSG00000048234;22.29771421;0.056375448;0.982312153;0.99995239
Ndufb5;ENSMUSG00000027673;22.29771421;0.056375448;0.982312153;0.99995239
Gm27042;ENSMUSG00000097792;4.842130968;0.026543728;0.98241073;0.99995239
Camsap1;ENSMUSG00000026933;71.43637663;0.041618097;0.982447988;0.99995239
Dguok;ENSMUSG00000014554;11.29830559;0.033633153;0.982472181;0.99995239
Tmem170b;ENSMUSG00000087370;23.91175787;0.03781726;0.982535968;0.99995239
Mtss1l;ENSMUSG00000033763;116.4502608;0.042796186;0.982593975;0.99995239
Xpnpep3;ENSMUSG00000022401;50.87226486;0.053072271;0.982596679;0.99995239
Becn1;ENSMUSG00000035086;75.74049305;0.051919687;0.982727057;0.99995239
Sugp2;ENSMUSG00000036054;40.47065019;0.053767944;0.982728761;0.99995239
Gjb3;ENSMUSG00000042367;6.27683644;0.02938368;0.982760458;0.99995239
Nat14;ENSMUSG00000035285;3.347646102;0.022985909;0.982828036;0.99995239
Zfp433;ENSMUSG00000096795;3.347646102;0.022985909;0.982828036;0.99995239
Gatb;ENSMUSG00000028085;16.20021596;0.036058049;0.982843298;0.99995239
Lca5;ENSMUSG00000032258;25.94425729;0.03841595;0.983007407;0.99995239
Snta1;ENSMUSG00000027488;11.95587893;0.034481548;0.983120636;0.99995239
Slc16a10;ENSMUSG00000019838;19.66742085;0.037239893;0.983155275;0.99995239
Arl16;ENSMUSG00000057594;14.76551048;0.035778936;0.983199331;0.99995239
Gm28809;ENSMUSG00000101191;2.749852155;0.072313621;0.983305219;0.99995239
Bbof1;ENSMUSG00000057265;2.749852155;0.072313621;0.983305219;0.99995239
Tmem260;ENSMUSG00000036339;42.50314961;0.053370831;0.983323362;0.99995239
Xrcc1;ENSMUSG00000051768;40.4108708;0.040240187;0.983352476;0.99995239
Mast2;ENSMUSG00000003810;174.0178179;0.050054521;0.983531812;0.99995239
Tgif2;ENSMUSG00000062175;2.570513971;0.020747437;0.983549841;0.99995239
Gm960;ENSMUSG00000071691;2.570513971;0.020747437;0.983549841;0.99995239
Ing1;ENSMUSG00000045969;49.07888302;0.052783458;0.983705431;0.99995239
Ccdc57;ENSMUSG00000048445;5.49970431;0.0292449;0.983735252;0.99995239
mars-02;ENSMUSG00000046994;25.16712516;0.038663827;0.983752591;0.99995239
Ccnh;ENSMUSG00000021548;43.10094356;0.040619584;0.98378705;0.99995239
Hmgn2;ENSMUSG00000003038;103.2390146;0.042841981;0.983794182;0.99995239
Ppt1;ENSMUSG00000028657;99.59247152;0.051000285;0.983816035;0.99995239
Wnt2b;ENSMUSG00000027840;1.016249709;0.005912396;0.983828794;0.99995239
Gm24494;ENSMUSG00000065738;1.016249709;0.005912396;0.983828794;0.99995239
Fam189a1;ENSMUSG00000030518;1.016249709;0.005912396;0.983828794;0.99995239
2410022M11Rik;ENSMUSG00000100017;1.016249709;0.005912396;0.983828794;0.99995239
Gm43951;ENSMUSG00000107877;1.016249709;0.005912396;0.983828794;0.99995239
Apmap;ENSMUSG00000033096;64.14329048;0.052003173;0.98384022;0.99995239
Zfand4;ENSMUSG00000042213;7.113747966;0.062055474;0.984010887;0.99995239
Atg16l2;ENSMUSG00000047767;11.1787468;0.034767258;0.984053329;0.99995239
Rpl21-ps15;ENSMUSG00000083596;1.79338184;0.01655964;0.984070129;0.99995239
Gm12435;ENSMUSG00000081953;1.79338184;0.01655964;0.984070129;0.99995239
Arl6ip1;ENSMUSG00000030654;144.6063557;0.043553608;0.984189577;0.99995239
Emc8;ENSMUSG00000031819;104.4943819;0.042984956;0.984271331;0.99995239
Hnrnpa2b1;ENSMUSG00000004980;1333.977192;0.045798919;0.984279659;0.99995239
1110032A03Rik;ENSMUSG00000037971;9.744041331;0.0341537;0.984359886;0.99995239
Ephb2;ENSMUSG00000028664;39.39462109;0.05317103;0.984440174;0.99995239
Gm24187;ENSMUSG00000088609;4.005219443;0.027286047;0.984584222;0.99995239
Gm4524;ENSMUSG00000090257;8.309335859;0.033327853;0.984622812;0.99995239
Wdr33;ENSMUSG00000024400;70.18100934;0.051538998;0.984632369;0.99995239
Trmt5;ENSMUSG00000034442;18.65117114;0.055900532;0.984633946;0.99995239
Map3k4;ENSMUSG00000014426;72.39284695;0.04231417;0.984661618;0.99995239
Ndufa4;ENSMUSG00000029632;76.09916942;0.051340236;0.98468218;0.99995239
Slc30a7;ENSMUSG00000054414;60.07829164;0.041905836;0.984781242;0.99995239
Mtif3;ENSMUSG00000016510;13.92859896;0.036544014;0.984803773;0.99995239
Tpk1;ENSMUSG00000029735;5.439924915;0.030365439;0.984848056;0.99995239
Ccdc74a;ENSMUSG00000041617;6.157277651;0.031365575;0.98485297;0.99995239
Gm14412;ENSMUSG00000078868;2.80963155;0.069301102;0.985131875;0.99995239
Tmc4;ENSMUSG00000019734;2.80963155;0.069301102;0.985131875;0.99995239
Gm16794;ENSMUSG00000097777;2.80963155;0.069301102;0.985131875;0.99995239
Gm43008;ENSMUSG00000107333;1.016249709;0.083914908;0.985189736;0.99995239
Gm43693;ENSMUSG00000105929;1.016249709;0.083914908;0.985189736;0.99995239
Fbxo24;ENSMUSG00000089984;1.016249709;0.083914908;0.985189736;0.99995239
Gm43029;ENSMUSG00000106904;1.016249709;0.083914908;0.985189736;0.99995239
Gm45286;ENSMUSG00000109787;1.016249709;0.083914908;0.985189736;0.99995239
Aloxe3;ENSMUSG00000020892;1.016249709;0.083914908;0.985189736;0.99995239
Rab32;ENSMUSG00000019832;12.49389349;0.036270066;0.985227252;0.99995239
Tmem129;ENSMUSG00000019295;31.02550583;0.053606627;0.985232732;0.99995239
2610020C07Rik;ENSMUSG00000097537;10.99940862;0.058099762;0.985313883;0.99995239
Ndufs4;ENSMUSG00000021764;24.98778697;0.039458343;0.985372;0.99995239
Scnm1;ENSMUSG00000092607;11.77654075;0.036108036;0.985439187;0.99995239
Klhl15;ENSMUSG00000043929;13.86881956;0.037012794;0.985522223;0.99995239
Orc1;ENSMUSG00000028587;22.89550816;0.03921718;0.985544026;0.99995239
Pdss2;ENSMUSG00000038240;11.65698196;0.057586908;0.985574214;0.99995239
Efna2;ENSMUSG00000003070;1.614043656;0.075453329;0.985621966;0.99995239
Rft1;ENSMUSG00000052395;14.22749593;0.056538469;0.985627504;0.99995239
Srr;ENSMUSG00000001323;20.68367056;0.054876046;0.985660608;0.99995239
Meis1;ENSMUSG00000020160;67.43115719;0.042464917;0.985683806;0.99995239
A430033K04Rik;ENSMUSG00000056014;4.064998838;0.064806085;0.985714183;0.99995239
Ercc5;ENSMUSG00000026048;39.39462109;0.041115012;0.985723046;0.99995239
Zfp622;ENSMUSG00000052253;36.64476893;0.040917502;0.98575992;0.99995239
Cyb5r4;ENSMUSG00000032872;38.91638593;0.052669933;0.985769812;0.99995239
9930017N22Rik;ENSMUSG00000115276;6.814850992;0.033074727;0.985814732;0.99995239
Zcchc7;ENSMUSG00000035649;41.42712051;0.041327545;0.985897628;0.99995239
Zscan2;ENSMUSG00000038797;6.097498256;0.032384607;0.985913493;0.99995239
Spsb4;ENSMUSG00000046997;1.733602445;0.019665551;0.985933942;0.99995239
Atg13;ENSMUSG00000027244;42.86182598;0.052330771;0.985942995;0.99995239
Acox3;ENSMUSG00000029098;33.17756404;0.040725951;0.986016233;0.99995239
Zfp605;ENSMUSG00000023284;33.17756404;0.040725951;0.986016233;0.99995239
Dgat2;ENSMUSG00000030747;22.83572876;0.039508365;0.986110035;0.99995239
Ctr9;ENSMUSG00000005609;94.57100237;0.043270181;0.98612887;0.99995239
Lmcd1;ENSMUSG00000057604;13.62970198;0.056344506;0.986215892;0.99995239
Ppp3ca;ENSMUSG00000028161;404.2880462;0.048625538;0.986235431;0.99995239
Nxn;ENSMUSG00000020844;61.27387954;0.051325058;0.986301853;0.99995239
4732471J01Rik;ENSMUSG00000053714;3.467204891;0.06546924;0.986316373;0.99995239
Tnfrsf1a;ENSMUSG00000030341;103.3585734;0.043477433;0.986328405;0.99995239
Ppp4r3a;ENSMUSG00000041846;118.602319;0.050071453;0.986331787;0.99995239
Cxcl10;ENSMUSG00000034855;50.93204426;0.042050171;0.986392823;0.99995239
Mettl8;ENSMUSG00000041975;22.71616997;0.054034345;0.986558292;0.99995239
Pkn3;ENSMUSG00000026785;9.803820726;0.057751327;0.986566663;0.99995239
Nqo2;ENSMUSG00000046949;23.37374332;0.053892425;0.986636303;0.99995239
Epn1;ENSMUSG00000035203;74.06667;0.042952458;0.98664774;0.99995239
Chmp2a;ENSMUSG00000033916;35.15028407;0.041190504;0.986690102;0.99995239
Fut8;ENSMUSG00000021065;47.46483937;0.041999097;0.986725635;0.99995239
Mier1;ENSMUSG00000028522;143.1716502;0.049683721;0.986813574;0.99995239
Plxnc1;ENSMUSG00000074785;6.037718862;0.033423078;0.986983793;0.99995239
Snx7;ENSMUSG00000028007;30.3081531;0.040896107;0.987003094;0.99995239
Baz1a;ENSMUSG00000035021;93.67431145;0.050284816;0.987037775;0.99995239
Orai3;ENSMUSG00000043964;5.320366126;0.032679305;0.987108312;0.99995239
Klhl20;ENSMUSG00000026705;42.6227084;0.041881725;0.987119329;0.99995239
Ddx27;ENSMUSG00000017999;76.57740457;0.050575722;0.987275351;0.99995239
Mov10;ENSMUSG00000002227;50.93204426;0.051377973;0.987362081;0.99995239
Gtf3c4;ENSMUSG00000035666;86.14210772;0.043464113;0.9874702;0.99995239
Kat2b;ENSMUSG00000000708;94.2721054;0.043634685;0.987544435;0.99995239
Rasa2;ENSMUSG00000032413;24.74866939;0.040534913;0.987548506;0.99995239
Fam83h;ENSMUSG00000046761;13.09168743;0.055553772;0.987622139;0.99995239
2010300F17Rik;ENSMUSG00000097289;7.412644939;0.035343116;0.987629757;0.99995239
Dynlt1a;ENSMUSG00000092074;7.412644939;0.035343116;0.987629757;0.99995239
Esco2;ENSMUSG00000022034;28.69410944;0.052733252;0.987646762;0.99995239
Ubald1;ENSMUSG00000039568;43.22050235;0.042147242;0.987716336;0.99995239
06-mars;ENSMUSG00000039100;234.8732417;0.048919918;0.987729259;0.99995239
Alkbh1;ENSMUSG00000079036;32.4834658;0.052418563;0.987788744;0.99995239
Fam207a;ENSMUSG00000032977;25.40624273;0.040754145;0.987818887;0.99995239
Vcam1;ENSMUSG00000027962;15.06440746;0.038927453;0.987831741;0.99995239
Coro1a;ENSMUSG00000030707;1.673823051;0.022985909;0.987857129;0.99995239
Gm10735;ENSMUSG00000074650;1.673823051;0.022985909;0.987857129;0.99995239
Vasp;ENSMUSG00000030403;105.0323964;0.043908682;0.987958683;0.99995239
Alyref2;ENSMUSG00000060244;1.673823051;0.070291624;0.988014608;0.99995239
Syne4;ENSMUSG00000019737;1.673823051;0.070291624;0.988014608;0.99995239
Stx1b;ENSMUSG00000030806;1.673823051;0.070291624;0.988014608;0.99995239
Osbpl10;ENSMUSG00000040875;1.673823051;0.070291624;0.988014608;0.99995239
1700020L24Rik;ENSMUSG00000035085;1.673823051;0.070291624;0.988014608;0.99995239
Notum;ENSMUSG00000042988;1.673823051;0.070291624;0.988014608;0.99995239
A930006K02Rik;ENSMUSG00000084866;1.673823051;0.070291624;0.988014608;0.99995239
1700109H08Rik;ENSMUSG00000008307;6.695292203;0.058609819;0.988019433;0.99995239
Cbx7;ENSMUSG00000053411;26.12359547;0.052827574;0.988022588;0.99995239
Noc2l;ENSMUSG00000095567;74.48512576;0.043373906;0.988042222;0.99995239
Fign;ENSMUSG00000075324;26.78116881;0.052733252;0.988065618;0.99995239
Cmtr2;ENSMUSG00000046441;21.93903784;0.040438603;0.988099091;0.99995239
Zfp160;ENSMUSG00000067942;47.76373634;0.051236386;0.988147832;0.99995239
Vcp-rs;ENSMUSG00000083327;1.076029104;0.075453329;0.988260176;0.99995239
Cldn15;ENSMUSG00000001739;1.076029104;0.075453329;0.988260176;0.99995239
Gm44710;ENSMUSG00000109455;1.076029104;0.075453329;0.988260176;0.99995239
Gnrh1;ENSMUSG00000015812;1.076029104;0.075453329;0.988260176;0.99995239
Cdh10;ENSMUSG00000022321;1.076029104;0.075453329;0.988260176;0.99995239
Rnf169;ENSMUSG00000058761;16.37955414;0.054236843;0.988261972;0.99995239
Lurap1;ENSMUSG00000028701;10.16249709;0.037621255;0.988368844;0.99995239
Gm7160;ENSMUSG00000099843;2.391175787;0.027786895;0.988391732;0.99995239
Klhl13;ENSMUSG00000036782;2.391175787;0.027786895;0.988391732;0.99995239
Gm43457;ENSMUSG00000106678;2.391175787;0.027786895;0.988391732;0.99995239
